source,category,signal_tier,learning_type,title,provider,country,language,subtype,popularity,kotlin_confidence,url
university_website,university_page,primary,formal,Course Isotope 1 - International Conference on Sustainability,NorthCap University,India,,,,0.8,https://stride.ncuindia.edu/course-isotope-1
university_website,university_page,secondary,formal,Information Technology Coding Skills and Their Importance,American Public University System,United States,,,,0.4,https://www.apu.apus.edu/area-of-study/information-technology/resources/information-technology-coding-skills-and-their-importance
university_website,university_page,primary,formal,Beyond Phones: Programming for Wearables and More with Mobile ...,Full Sail University,United States,,,,0.8,https://hub.fullsail.edu/articles/beyond-phones-programming-for-wearables-and-more-with-mobile-development
university_website,university_page,primary,formal,Mobile Development Concentration Degree Spotlight | Full Sail ...,Full Sail University,United States,,,,0.8,https://hub.fullsail.edu/articles/degree-spotlight-computer-science-bachelors-mobile-development-concentration-at-full-sail-university
university_website,university_page,primary,formal,Top Careers in Web and Mobile App Development - Baker College,Baker College,United States,,article,,0.8,https://www.baker.edu/about/get-to-know-us/blog/top-careers-for-web-and-app-development-graduates
university_website,university_page,primary,formal,Junior Mobile Application Developer - Undergraduate Center for Career ...,Babson College,United States,,,,0.8,https://career.babson.edu/jobs/capgemini-america-inc-junior-mobile-application-developer
university_website,university_page,primary,formal,Topics Course Descriptions | Computer Science,Boston University,United States,,,,0.8,https://www.bu.edu/cs/undergraduate/courses/topics
university_website,university_page,primary,formal,Mobile Application Development with Android | Computer Science,Boston University,United States,,,,0.8,https://www.bu.edu/csmet/academic-programs/courses/cs683
university_website,university_page,primary,formal,Taymaz Davoodi | Computer Science,Boston University,United States,,,,0.8,https://www.bu.edu/cs/profiles/taymaz-davoodi
university_website,university_page,secondary,formal,Mobile Engineering Intern - Android - Center for Career Development ...,Boston University,United States,,,,0.4,https://careers.bu.edu/jobs/open-learning-exchange-mobile-engineering-intern-android-5
university_website,university_page,secondary,formal,Associate Software Engineer - Seeking 2025 & 2026 Grads,Boston University,United States,,,,0.4,https://careers.bu.edu/jobs/veeva-systems-associate-software-engineer-seeking-2025-2026-grads-4
university_website,university_page,primary,formal,Upcoming Events | Bowie State,Bowie State University,United States,,,,0.8,https://bowiestate.edu/academics/colleges/college-of-arts-and-sciences/departments/computer-science/resources-for-students/upcoming-events.php
university_website,university_page,primary,formal,PDF Amir R. Ilkhechi - Brown University,Brown University,United States,,document,,0.8,https://cs.brown.edu/people/ilkhechi/cv.pdf
university_website,university_page,secondary,formal,SASE Caltech,California Institute of Technology,United States,,,,0.4,https://sase.caltech.edu/projects/nupack.html
university_website,university_page,primary,formal,Manveen Kaur | Cal State LA,"California State University, Los Angeles",United States,,,,0.8,https://www.calstatela.edu/faculty/manveen-kaur
university_website,university_page,primary,formal,Entry Level Full-Stack Developer - Career Center | Calvin University,Calvin College,United States,,,,0.8,https://career.calvin.edu/jobs/temple-allen-industries-entry-level-full-stack-developer
university_website,university_page,secondary,formal,The Technology Behind Popular Dating Applications,Capitol Technology University,United States,,article,,0.4,https://www.captechu.edu/blog/technology-behind-popular-dating-applications
university_website,university_page,secondary,formal,CodeMirror: C-like mode,Centenary College of Louisiana,United States,,,,0.4,https://bannerweb.centenary.edu/i/libraries/codemirror/5.48.4/mode/clike/index.html
university_website,university_page,primary,formal,15 Best Programming Languages to Learn for Software Developers,Champlain College,United States,,article,,0.8,https://online.champlain.edu/blog/programming-languages-to-learn-for-software-developers
university_website,university_page,primary,formal,PDF CourseOverview - cs.colby.edu,Colby College,United States,,document,,0.8,https://cs.colby.edu/courses/S26/cs333/notes/CourseOverview.pdf
university_website,university_page,primary,formal,Junior Mobile Application Developer - career.cornell.edu,Cornell University,United States,,,,0.8,https://career.cornell.edu/jobs/capgemini-america-inc-junior-mobile-application-developer
university_website,university_page,primary,formal,PDF lec01-sp22 - Cornell University,Cornell University,United States,,document,,0.8,https://courses.cs.cornell.edu/courses/cs4120/2022sp/lectures/01intro/lec01-sp22.pdf
university_website,university_page,primary,formal,PDF SE310 - Software Design - College of Computing & Informatics,Drexel University,United States,,document,,0.8,https://www.cs.drexel.edu/~aalban/SE310/SE_310_syllabus.pdf
university_website,university_page,primary,formal,Distributed Game Playing in Java I | The Evergreen State College,Evergreen State College,United States,,,,0.8,https://www.evergreen.edu/catalog/offering/distributed-game-playing-in-java-i-51848
university_website,university_page,primary,formal,Chainsaw Before Scalpel: Dependency-Based Pre-processing for Program ...,Georgia Institute of Technology,United States,,,,0.8,https://repository.gatech.edu/server/api/core/bitstreams/56a1341e-d247-4795-bd88-b38c9a5b2937/content
university_website,university_page,primary,formal,PPTX PowerPoint Presentation,Georgia Institute of Technology,United States,,,,0.8,https://faculty.cc.gatech.edu/~adhekne3/cs8803/08_AndroidOverview.pptx
university_website,university_page,secondary,formal,Mobile App Development with Android and Jetpack Compose,Harding University,United States,,,,0.4,https://scholarworks.harding.edu/computer-science-facpub/13
university_website,university_page,secondary,formal,Frank McCown - Publications - Harding,Harding University,United States,,,,0.4,https://sites.harding.edu/fmccown/pubs.html
university_website,university_page,secondary,formal,Gallery of Final Projects - CS50x 2025,Harvard University,United States,,,,0.4,https://cs50.harvard.edu/x/2025/gallery
university_website,university_page,primary,formal,Stratigraphic Distribution of Fossil Organisms in the Upper Vendian ...,Harvard University,United States,,,,0.8,https://ui.adsabs.harvard.edu/abs/2024PalJ...57S.211G/abstract
university_website,university_page,secondary,formal,Error Handling with Monads,Hofstra University,United States,,,,0.4,https://cs.hofstra.edu/~cscccl/csc123/Monads.html
university_website,university_page,primary,formal,"National Competition Enriches, Expands Students' Programming Skills",Illinois Institute of Technology,United States,,article,,0.8,https://www.iit.edu/news/national-competition-enriches-expands-students-programming-skills
university_website,university_page,primary,formal,"Programming, Certificate - Academics - Indiana Tech",Indiana Institute of Technology,United States,,,,0.8,https://academics.indianatech.edu/program/programming-certificate
university_website,university_page,primary,formal,"Degree Program: Programming, Certificate - Indiana Tech",Indiana Institute of Technology,United States,,,,0.8,https://catalog.indianatech.edu/preview_program.php?catoid=18&poid=4554
university_website,university_page,primary,formal,"Degree Program: Programming, Certificate - Indiana Tech",Indiana Institute of Technology,United States,,,,0.8,https://catalog.indianatech.edu/preview_program.php?catoid=20&poid=5070
university_website,university_page,primary,formal,Pro Spring 6 with Kotlin : an in-depth guide to using Kotlin APIs in ...,James Madison University,United States,,,,0.8,https://search.lib.jmu.edu/discovery/fulldisplay/alma991016563615006271/01JMU_INST:01JMU
university_website,university_page,secondary,formal,Mobile Developer - Shipboard Tech - Summer 2026 Intern,Langston University,United States,,,,0.4,https://careers.langston.edu/jobs/carnival-cruise-line-mobile-developer-shipboard-tech-summer-2026-intern
university_website,university_page,secondary,formal,Mobile Engineering Intern - Android - Career Center | Lewis & Clark College,Lewis & Clark College,United States,,,,0.4,https://careercenter.lclark.edu/jobs/open-learning-exchange-mobile-engineering-intern-android
university_website,university_page,primary,formal,CMSI 3802: Programming Language Concepts and Implementation,Loyola Marymount University,United States,,,,0.8,https://cs.lmu.edu/~ray/classes/pl
university_website,university_page,secondary,formal,Coroutines - cs.lmu.edu,Loyola Marymount University,United States,,,,0.4,https://cs.lmu.edu/~ray/notes/coroutines
university_website,university_page,secondary,formal,languagedesignnotes - Loyola Marymount University,Loyola Marymount University,United States,,,,0.4,https://cs.lmu.edu/~ray/notes/languagedesignnotes
university_website,university_page,primary,formal,CMSI 585 Programming Language Foundations: Syllabus,Loyola Marymount University,United States,,,,0.8,https://cs.lmu.edu/~ray/classes/pls/syllabus
university_website,university_page,secondary,formal,diningphilosophers,Loyola Marymount University,United States,,,,0.4,https://cs.lmu.edu/~ray/notes/diningphilosophers
university_website,university_page,primary,formal,The Study of Programming Languages,Loyola Marymount University,United States,,,,0.8,https://cs.lmu.edu/~ray/notes/plstudy
university_website,university_page,secondary,formal,Intermediate Representations,Loyola Marymount University,United States,,,,0.4,https://cs.lmu.edu/~ray/notes/ir
university_website,university_page,secondary,formal,Entities - cs.lmu.edu,Loyola Marymount University,United States,,,,0.4,https://cs.lmu.edu/~ray/notes/entities
university_website,university_page,secondary,formal,securecodingconstructs,Loyola Marymount University,United States,,,,0.4,https://cs.lmu.edu/~ray/notes/securecodingconstructs
university_website,university_page,primary,formal,Dr Meehean - Student-Faculty Projects,Lynchburg College,United States,,,,0.8,https://meehean.lynchburg.edu/student-faculty-projects
university_website,university_page,secondary,formal,Kotlin in Action | mitpressbookstore,Massachusetts Institute of Technology,United States,,,,0.4,https://mitpressbookstore.mit.edu/book/9781617293290
university_website,university_page,secondary,formal,"Kotlin in Action, Second Edition | mitpressbookstore",Massachusetts Institute of Technology,United States,,,,0.4,https://mitpressbookstore.mit.edu/book/9781617299605
university_website,university_page,secondary,formal,Head First Kotlin: A Brain-Friendly Guide | mitpressbookstore,Massachusetts Institute of Technology,United States,,,,0.4,https://mitpressbookstore.mit.edu/book/9781491996690
university_website,university_page,secondary,formal,"⚡ [OS] Bolt CLI — A Modern, Lightning-Fast Extension Compiler with Java ...",Massachusetts Institute of Technology,United States,,forum_thread,,0.4,https://community.appinventor.mit.edu/t/os-bolt-cli-a-modern-lightning-fast-extension-compiler-with-java-kotlin-maven-universal-migration/174086
university_website,university_page,secondary,formal,Kotlin from Scratch: A Project-Based Introduction for the Intrepid ...,Massachusetts Institute of Technology,United States,,,,0.4,https://mitpressbookstore.mit.edu/book/9781718503526
university_website,university_page,secondary,formal,Dan Alistarh,Massachusetts Institute of Technology,United States,,,,0.4,https://dalistarh.csail.mit.edu/
university_website,university_page,secondary,formal,School of Computing - Textbooks,Middle Georgia State College,United States,,,,0.4,https://comp.mga.edu/comp/textbook/3
university_website,university_page,primary,formal,PDF COMPUTER SCIENCE (CS) - Monmouth University,Monmouth University,United States,,document,,0.8,https://catalog.monmouth.edu/undergraduate-catalog/undergraduate-course-descriptions/cs/cs.pdf
university_website,university_page,primary,formal,Junior Mobile Application Developer | Career Development,Monmouth University,United States,,,,0.8,https://www.monmouth.edu/career-development/job/junior-mobile-application-developer
university_website,university_page,primary,formal,Computer Science (CS) | Monmouth University Academic Catalog,Monmouth University,United States,,,,0.8,https://catalog.monmouth.edu/undergraduate-catalog/undergraduate-course-descriptions/cs
university_website,university_page,primary,formal,Software Engineering (SE) | Monmouth University Academic Catalog,Monmouth University,United States,,,,0.8,https://catalog.monmouth.edu/undergraduate-catalog/undergraduate-course-descriptions/se
university_website,university_page,primary,formal,PDF 36x48 PowerPoint Presentation - monmouth.edu,Monmouth University,United States,,document,,0.8,https://www.monmouth.edu/provost/wp-content/uploads/sites/108/2025/03/ParkShark-Mobile-Poster-Andrew-McGovern.pdf
university_website,university_page,primary,formal,PDF Computer Science and Software Engineering - Monmouth University,Monmouth University,United States,,document,,0.8,https://catalog.monmouth.edu/undergraduate-catalog/science/computer-science-software-engineering/computer-science-software-engineering.pdf
university_website,university_page,secondary,formal,Associate Software Engineer - Seeking 2025 & 2026 Grads,Muskingum College,United States,,,,0.4,https://impactcenter.muskingum.edu/jobs/veeva-systems-associate-software-engineer-seeking-2025-2026-grads-2
university_website,university_page,primary,formal,PDF Course Syllabus: CS 388 - Android Application Development,New Jersey Institute of Technology,United States,,document,,0.8,https://archives.njit.edu/vhlib/syllabi/cs/cs-2024-09-01-Fa-2024/CS-388-001-2024-Fall-Toegel.pdf
university_website,university_page,primary,formal,Computer and Information Technology - New Mexico State University ...,New Mexico State University,United States,,,,0.8,https://catalogs.nmsu.edu/dona-ana/academic-career-programs/computer-information-technology
university_website,university_page,primary,formal,Syllabus - course.ccs.neu.edu,Northeastern University,United States,,,,0.8,https://course.ccs.neu.edu/cs2800sp25/syllabus.html
university_website,university_page,primary,formal,PDF rules - Northern Michigan University,Northern Michigan University,United States,,document,,0.8,http://philos.nmu.edu/NMUCONTEST21/rules.pdf
university_website,university_page,secondary,formal,A Brief History of Programming Languages,Old Dominion University,United States,,,,0.4,https://www.cs.odu.edu/~zeil/cs355/live/Public/history/index.html
university_website,university_page,secondary,formal,Vertically Integrated Projects | Electrical Engineering and Computer ...,Oregon State University,United States,,,,0.4,https://engineering.oregonstate.edu/EECS/vip
university_website,university_page,primary,formal,PDF Assignment 2 - faculty.otterbein.edu,Otterbein College,United States,,document,,0.8,http://faculty.otterbein.edu/dstucki/COMP4210/Assign2.pdf
university_website,university_page,primary,formal,The Future of Mobile Application Development and Game Programming,Pace University,United States,,,,0.8,https://online.pace.edu/articles/computer-science/future-mobile-application-development-game-programming
university_website,university_page,primary,formal,What Can You Do With a Master's in Computer Science?,Pace University,United States,,,,0.8,https://online.pace.edu/articles/computer-science/what-can-you-do-with-masters-computer-science
university_website,university_page,primary,formal,Emerging Tech Careers: 20 High-Demand Jobs of the Future,Pace University,United States,,article,,0.8,https://www.pace.edu/news/in-demand-tech-jobs
university_website,university_page,primary,formal,PDF Title,Pacific University,United States,,document,,0.8,https://zeus.cs.pacificu.edu/ryand/cs260/2020/Lectures/01.JDKIntro.IP.pdf
university_website,university_page,primary,formal,Programming Assignment 10: Bar Chart Racer - Princeton University,Princeton University,United States,,,,0.8,https://coursera.cs.princeton.edu/introcs/assignments/barchart/specification.php
university_website,university_page,secondary,formal,How Much Can a Software Engineer Make in Dallas - 2025 Guide,Southern Methodist University,United States,,article,,0.4,https://techpro.smu.edu/blog/how-much-can-a-software-engineer-make-in-dallas---2025-guide
university_website,university_page,primary,formal,Junior Mobile Application Developer - Career 360: Virtual Career Center ...,Southern New Hampshire University,United States,,,,0.8,https://career360.snhu.edu/jobs/capgemini-america-inc-junior-mobile-application-developer
university_website,university_page,secondary,formal,Software Engineer - Career 360: Virtual Career Center SNHU,Southern New Hampshire University,United States,,,,0.4,https://career360.snhu.edu/jobs/veeva-systems-software-engineer
university_website,university_page,primary,formal,Faculty Profile: Kenneth A. Kousen,Trinity College (CT),United States,,,,0.8,https://internet3.trincoll.edu/FacProfiles/Default.aspx?fid=1000576
university_website,university_page,primary,formal,PDF Test Automation in Open-Source Android Apps: A Large-Scale Empirical Study,"University of California, Irvine",United States,,document,,0.8,https://seal.ics.uci.edu/publications/2020_ASE_Empirical.pdf
university_website,university_page,primary,formal,Junior Mobile Application Developer - UCLA | Career Center,"University of California, Los Angeles",United States,,,,0.8,https://career.ucla.edu/jobs/capgemini-america-inc-junior-mobile-application-developer
university_website,university_page,primary,formal,MPCS Courses - University of Chicago,University of Chicago,United States,,,,0.8,https://mpcs-courses.cs.uchicago.edu/2024-25/summer/courses/mpcs-51132-1
university_website,university_page,primary,formal,PDF Next-Generation Refactoring: Combining LLM Insights and IDE ...,University of Colorado at Boulder,United States,,document,,0.8,https://danny.cs.colorado.edu/papers/EM-Assist.pdf
university_website,university_page,primary,formal,Mike Barinek | Office of Academic and Learning Innovation | University ...,University of Colorado at Boulder,United States,,,,0.8,https://www.colorado.edu/ali/faculty-partners/mike-barinek
university_website,university_page,primary,formal,PDF An Overview of the Natural Language Interaction Protocol,University of Delaware,United States,,document,,0.8,https://www.eecis.udel.edu/~mlm/docs/2025-Aiyagari-AAAI-25-AnOverviewOfTheNaturalLanguageInteractionProtocol-Workshop.pdf
university_website,university_page,primary,formal,Top Programming Languages to Learn in 2025 (and Beyond),University of Florida,United States,,article,,0.8,https://careerhub.ufl.edu/blog/2025/10/13/top-programming-languages-to-learn-in-2025-and-beyond
university_website,university_page,secondary,formal,A Hidden Digital Text Watermarking Method Using Unicode Whitespace ...,University of Hawaii at Manoa,United States,,,,0.4,https://scholarspace.manoa.hawaii.edu/server/api/core/bitstreams/0f11e4d3-625e-4840-971c-24808e9499a8/content
university_website,university_page,secondary,formal,Yongwook Song - Center for Computational Sciences,University of Kentucky,United States,,,,0.4,https://www.ccs.uky.edu/about-ccs/staff-directory/yongwook-song
university_website,university_page,secondary,formal,CRoME Team | UK College of Pharmacy,University of Kentucky,United States,,,,0.4,https://pharmacy.uky.edu/crome/crome-team
university_website,university_page,secondary,formal,Dev10 Entry Level Software Developer - pigmancareers.uky.edu,University of Kentucky,United States,,,,0.4,https://pigmancareers.uky.edu/jobs/dev10-dev10-entry-level-software-developer-6
university_website,university_page,secondary,formal,Repo for team 388NLS · Topics,"University of Maryland, College Park",United States,,,,0.4,https://gitlab.cs.umd.edu/explore/projects/topics/Repo%20for%20team%20388NLS?language=39&sort=latest_activity_desc
university_website,university_page,secondary,formal,Repo for team Robust Barrier · Topics,"University of Maryland, College Park",United States,,,,0.4,https://gitlab.cs.umd.edu/explore/projects/topics/Repo%20for%20team%20Robust%20Barrier?language=39&sort=latest_activity_desc
university_website,university_page,primary,formal,"CMSC 436, Fall 2023 -- Home","University of Maryland, College Park",United States,,,,0.8,https://www.cs.umd.edu/class/fall2023/cmsc436/resources.html
university_website,university_page,primary,formal,ANDROID PROGRAMMING,"University of Maryland, College Park",United States,,document,,0.8,http://www.cs.umd.edu/class/spring2019/cmsc434-02XX-03XX/TriviaGame-Android.pdf
university_website,university_page,secondary,formal,Repo for team Secure Equinox · Topics,"University of Maryland, College Park",United States,,,,0.4,https://gitlab.cs.umd.edu/explore/projects/topics/Repo%20for%20team%20Secure%20Equinox?language=39&sort=latest_activity_asc
university_website,university_page,primary,formal,Android Study Jam: Session 1,"University of Maryland, College Park",United States,,,,0.8,https://terplink.umd.edu/event/7647235
university_website,university_page,primary,formal,Computer Science - Testudo - University of Maryland,"University of Maryland, College Park",United States,,,,0.8,https://app.testudo.umd.edu/soc/202501/CMSC/CMSC436
university_website,university_page,primary,formal,"CMSC 436, Fall2022 -- Home","University of Maryland, College Park",United States,,,,0.8,https://www.cs.umd.edu/class/fall2022/cmsc436/syllabus.html
university_website,university_page,primary,formal,EECS 498§002 Mobile App Design and Development,University of Michigan - Ann Arbor,United States,,,,0.8,https://eecs441.eecs.umich.edu/
university_website,university_page,primary,formal,Eecs 498-008,University of Michigan - Ann Arbor,United States,,,,0.8,https://reactive.eecs.umich.edu/
university_website,university_page,secondary,formal,JetBrains IDE tools | U-M Software Directory,University of Michigan - Ann Arbor,United States,,,,0.4,https://software.umich.edu/titles/jetbrains-ide-tools
university_website,university_page,primary,formal,Media Arts (MART) | University of Montana Academic Catalog,University of Montana,United States,,,,0.8,https://catalog.umt.edu/courses/mart
university_website,university_page,secondary,formal,Journals // Robert Dyer // UNL,"University of Nebraska, Lincoln",United States,,,,0.4,https://cse.unl.edu/~rdyer/by-kind/journals
university_website,university_page,secondary,formal,Conference Papers // Robert Dyer // UNL,"University of Nebraska, Lincoln",United States,,,,0.4,https://cse.unl.edu/~rdyer/by-kind/conference-papers
university_website,university_page,primary,formal,490 Syllabus - CSCE 490/492 Capstone Computing Project Class,University of South Carolina,United States,,,,0.8,https://capstone.cse.sc.edu/490syllabus
university_website,university_page,primary,formal,Advisement FAQ | My Computer Science and Engineering Department,University of South Carolina,United States,,,,0.8,https://www.cse.sc.edu/undergraduate/advisement
university_website,university_page,primary,formal,492 Syllabus - CSCE 490/492 Capstone Computing Project Class,University of South Carolina,United States,,,,0.8,https://capstone.cse.sc.edu/492syllabus
university_website,university_page,secondary,formal,BellyBuddy - CSE Senior Design,University of Texas at Arlington,United States,,,,0.4,https://websites.uta.edu/cseseniordesign/2026/05/04/bellybuddy
university_website,university_page,primary,formal,CS 371M Mobile Computing (Android Programming),The University of Texas at Austin,United States,,,,0.8,https://www.cs.utexas.edu/~witchel/371M/index.html
university_website,university_page,primary,formal,Mobile Computing with Android,The University of Texas at Austin,United States,,,,0.8,https://www.cs.utexas.edu/~witchel/371M/schedule.html
university_website,university_page,primary,formal,Syllabus and Schedule CS 395T Android Programming,The University of Texas at Austin,United States,,,,0.8,https://utdirect.utexas.edu/apps/student/coursedocs/nlogon/download/10520338
university_website,university_page,secondary,formal,Technical Project Manager Intern (Mobile App Development - Kotlin ...,University of Texas Permian Basin,United States,,,,0.4,https://careers.utpb.edu/jobs/trisphere-apps-technical-project-manager-intern-mobile-app-development-kotlin
university_website,university_page,secondary,formal,TRISPHERE APPS - Jobs - Career Services | University of Texas Permian Basin,University of Texas Permian Basin,United States,,,,0.4,https://careers.utpb.edu/companies/trisphere-apps/jobs
university_website,university_page,secondary,formal,Get a Job at Tesla: Interview Process and Top Questions,University of Texas Permian Basin,United States,,article,,0.4,https://careers.utpb.edu/blog/2026/05/18/get-a-job-at-tesla-interview-process-and-top-questions
university_website,university_page,primary,formal,PDF java2020.ps java2020,University of Utah,United States,,document,,0.8,https://ftp.math.utah.edu/pub/tex/bib/java2020.pdf
university_website,university_page,secondary,formal,CodeMirror: Kotlin mode,Virginia Tech,United States,,,,0.4,https://www.vt.edu/local_assets/www.assets.cms.vt.edu/js/codemirror/archives/4.5/mode/kotlin/index.html
university_website,university_page,primary,formal,Kotlin vs. Java,Virginia Tech,United States,,document,,0.8,https://courses.cs.vt.edu/cs3304/fall20meng/lecture_notes/Group-1.pdf
university_website,university_page,secondary,formal,Deep Equals in Kotlin ($146) · Snippets,Virginia Tech,United States,,,,0.4,https://code.vt.edu/-/snippets/146
university_website,university_page,secondary,formal,Code · Topics · GitLab,Virginia Tech,United States,,,,0.4,https://git.cs.vt.edu/explore/projects/topics/Code?language=9&sort=masked_sort
university_website,university_page,secondary,formal,esh · Topics · GitLab,Virginia Tech,United States,,,,0.4,https://git.cs.vt.edu/explore/projects/topics/esh?language=9&sort=name_desc
university_website,university_page,secondary,formal,CS_2104 · Topics · GitLab,Virginia Tech,United States,,,,0.4,https://git.cs.vt.edu/explore/projects/topics/CS_2104?language=9&sort=name_asc
university_website,university_page,secondary,formal,threads · Topics · GitLab,Virginia Tech,United States,,,,0.4,https://git.cs.vt.edu/explore/projects/topics/threads?language=9&sort=latest_activity_asc
university_website,university_page,secondary,formal,Sensor · Topics · GitLab,Virginia Tech,United States,,,,0.4,https://gitlab.vtti.vt.edu/explore/projects/topics/Sensor?language=14&sort=created_asc
university_website,university_page,secondary,formal,3D Semantic Segmentation · Topics · GitLab,Virginia Tech,United States,,,,0.4,https://gitlab.vtti.vt.edu/explore/projects/topics/3D%20Semantic%20Segmentation?language=14&sort=name_desc
university_website,university_page,secondary,formal,teaching · Topics,Virginia Tech,United States,,,,0.4,https://code.vt.edu/explore/projects/topics/teaching?language=51&sort=latest_activity_asc
university_website,university_page,primary,formal,Entry Level Full-Stack Developer - Career & Professional Development ...,Western Governors University,United States,,,,0.8,https://careers.wgu.edu/jobs/temple-allen-industries-entry-level-full-stack-developer
university_website,university_page,primary,formal,Mobile Software Research and Development Postgraduate Fellowship,Western Governors University,United States,,,,0.8,https://careers.wgu.edu/jobs/oak-ridge-institute-for-science-and-education-mobile-software-research-and-development-postgraduate-fellowship
university_website,university_page,secondary,formal,Careers at WGU | Apply for Software Engineer II - Mobile,Western Governors University,United States,,,,0.4,https://jobs.wgu.edu/software-engineer-ii-mobile/job/P1-6023202-0
university_website,university_page,secondary,formal,Tool Training Workshops - Wichita State University,Wichita State University,United States,,,,0.4,https://www.wichita.edu/academics/engineering/experience/project-innovation-hub/tool-training-workshops.php
university_website,university_page,primary,formal,PDF Type de Licence - univ-blida.dz,Université de Blida,Algeria,,document,,0.8,https://www.univ-blida.dz/wp-content/uploads/2025/11/Amendement-formation-Master-SSI_2024.pdf
university_website,university_page,secondary,formal,РОССИЙСКО-АРМЯНСКИЙ УНИВЕРСИТЕТ,Russian-Armenian (Slavonic) State University,Armenia,,article,,0.4,https://rau.am/en/news/kubok-nezavisimosti-2024
university_website,university_page,secondary,formal,РОССИЙСКО-АРМЯНСКИЙ УНИВЕРСИТЕТ,Russian-Armenian (Slavonic) State University,Armenia,,article,,0.4,https://rau.am/news/olimp-Yeghiazaryan
university_website,university_page,secondary,formal,РОССИЙСКО-АРМЯНСКИЙ УНИВЕРСИТЕТ,Russian-Armenian (Slavonic) State University,Armenia,,,,0.4,https://rau.am/event/olympiad-eghiazaryan-2026
university_website,university_page,secondary,formal,РОССИЙСКО-АРМЯНСКИЙ УНИВЕРСИТЕТ,Russian-Armenian (Slavonic) State University,Armenia,,,,0.4,https://rau.am/am/event/kubok-nezavisimosti-24
university_website,university_page,secondary,formal,РОССИЙСКО-АРМЯНСКИЙ УНИВЕРСИТЕТ,Russian-Armenian (Slavonic) State University,Armenia,,article,,0.4,https://science.rau.am/post/3630599172-v-rau-podveli
university_website,university_page,secondary,formal,Российско-армянский Университет - Rau,Russian-Armenian (Slavonic) State University,Armenia,,article,,0.4,https://rau.am/am/news/Yeghiazaryan-cup
university_website,university_page,secondary,formal,РОССИЙСКО-АРМЯНСКИЙ УНИВЕРСИТЕТ,Russian-Armenian (Slavonic) State University,Armenia,,article,,0.4,https://rau.am/news/olympiad-eghiazaryan-2026
university_website,university_page,secondary,formal,Frequently asked questions - ANU QRNG,Australian National University,Australia,,,,0.4,https://qrng.anu.edu.au/contact/faq
university_website,university_page,secondary,formal,Computing internship - Mapbox Tile Engine | ANU School of Computing,Australian National University,Australia,,,,0.4,https://comp.anu.edu.au/study/projects/computing-internship-mapbox-tile-engine
university_website,university_page,secondary,formal,Feria virtual,Universidad NUR,Bolivia,,,,0.4,https://feria.nur.edu/project/jH5BkoqD_0I
university_website,university_page,secondary,formal,Innovación con propósito: estudiantes de Unifranz crean ...,Universidad Privada Franz Tamayo (UNIFRANZ),Bolivia,,article,,0.4,https://unifranz.edu.bo/pt/blog/innovacion-con-proposito-estudiantes-crean-app-de-taxis-para-viajes-seguros-de-mujeres
university_website,university_page,secondary,formal,"Innovar, emprender y transformar: el poder de aprender ...",Universidad Privada Franz Tamayo (UNIFRANZ),Bolivia,,article,,0.4,https://unifranz.edu.bo/pt/blog/innovar-emprender-y-transformar-el-poder-de-aprender-haciendo-en-unifranz
university_website,university_page,secondary,formal,"Universitarios crean “Ladys On Go”, app de taxis exclusiva ...",Universidad Privada Franz Tamayo (UNIFRANZ),Bolivia,,article,,0.4,https://unifranz.edu.bo/pt/blog/universitarios-presentan-ladys-on-go-app-de-taxis-exclusiva-para-conductoras-y-pasajeras-mujeres
university_website,university_page,primary,formal,PDF Aplicativo Móvel Integrado a Anel e pulseira Inteligente para ...,Universidade Federal do Ceará,Brazil,,document,,0.8,https://repositorio.ufc.br/bitstream/riufc/82804/1/2025_tcc_gcsilva.pdf
university_website,university_page,primary,formal,PDF Desenvolvimento De Aplicações Android Adaptáveis Utilizando a Linguagem ...,Universidade Federal de Ouro Preto,Brazil,,document,,0.8,https://www.monografias.ufop.br/bitstream/35400000/3042/6/MONOGRAFIA_DesenvolvimentoAplica%C3%A7%C3%B5esAndroid.pdf
university_website,university_page,secondary,formal,DOC professor.ufop.br,Universidade Federal de Ouro Preto,Brazil,,,,0.4,https://professor.ufop.br/sites/default/files/george/files/2019-1_plano_de_ensino_csi401.doc
university_website,university_page,primary,formal,PDF Thiago Santos - Curriculum Vitae,Universidade Federal de Ouro Preto,Brazil,,document,,0.8,https://professor.ufop.br/sites/default/files/santostf/files/cv-english_0.pdf
university_website,university_page,primary,formal,PDF Desenvolvimentodeumaplicativo paracontrolefinanceiropessoal ... - UFOP,Universidade Federal de Ouro Preto,Brazil,,document,,0.8,https://monografias.ufop.br/bitstream/35400000/3134/6/Monografia_DesenvolvimentoAplicativoControle.pdf
university_website,university_page,primary,formal,PDF Comparative study of techniques for detecting emulators on Android devices,Universidade Federal de Pernambuco,Brazil,,document,,0.8,https://www.cin.ufpe.br/~tg/2022-1/tg_CC/tg_lccao.pdf
university_website,university_page,primary,formal,PDF Integração e Entrega Contínua para aplicações,Universidade Federal de Pernambuco,Brazil,,document,,0.8,https://www.cin.ufpe.br/~tg/2018-2/TG_SI/pjsn.pdf
university_website,university_page,secondary,formal,Desenvolvimento para Dispositivos Móveis - Portal das Disciplinas IMD,Universidade Federal do Rio Grande do Norte,Brazil,,,,0.4,https://portaldasdisciplinas.imd.ufrn.br/disciplinas/48
